"","ID","left_","top_","right_","bottom","elev","aspect","UTMx","UTMy","slope","IMI","HLI","elev1","x","y"
"27",1719,733625.7373,4281819.587,733725.7373,4281919.587,-0.0693649031366837,338.0584717,733730.398702131,4281741.89393631,1.10278370274422,50.27309418,0.657813251,890.3795166,5.17573730000004,7.36958700000029
"28",1720,733625.7373,4281719.587,733725.7373,4281819.587,0.299243992242761,355.0048828,733449.92854078,4281871.19437301,0.50841059908678,50.25016403,0.654135346,942.2034302,5.17573730000004,7.26958700000029
"29",1721,733725.7373,4281819.587,733825.7373,4281919.587,-0.0803886611660941,43.26795959,733759.497546717,4282180.83987967,1.00063383770794,48.68975449,0.406080455,888.8296509,5.27573730000004,7.36958700000029
"30",1722,733725.7373,4281719.587,733825.7373,4281819.587,-0.0252607539368042,100.9318695,733488.095283132,4281053.03702502,1.35719120080743,28.40696526,0.567709744,896.5802612,5.27573730000004,7.26958700000029
"31",1723,733825.7373,4281819.587,733925.7373,4281919.587,-0.436328461061558,51.91339493,733775.846573185,4282163.70266996,1.70869295369992,36.70740128,0.343232483,838.7869263,5.37573730000004,7.36958700000029
"32",1724,733825.7373,4281719.587,733925.7373,4281819.587,-0.403796805434002,112.419426,733868.584288782,4280996.41157847,1.5061807535423,17.15613556,0.676759601,843.3606567,5.37573730000004,7.26958700000029
"33",1725,733925.7373,4281819.587,734025.7373,4281919.587,-0.703431782219273,355.440033,733906.471275901,4281550.81162397,1.76107131226882,45.59602356,0.515645146,801.2340088,5.47573730000004,7.36958700000029
"34",1726,733925.7373,4281719.587,734025.7373,4281819.587,-0.76466480223838,119.2593002,734043.480028056,4281050.93803374,0.659009934121054,24.46995735,0.888977408,792.625061,5.47573730000004,7.26958700000029
"35",1944,732225.7373,4281519.587,732325.7373,4281619.587,-1.26672355492746,335.9024963,732323.362796499,4281720.60600633,0.149323338451971,54.02709198,0.732654452,722.0390015,3.77573730000004,7.06958700000029
"36",1946,732325.7373,4281519.587,732425.7373,4281619.587,-1.36829511668137,45.86158752,732421.725418495,4281153.55569974,0.562830984730253,42.80099487,0.488455534,707.758728,3.87573730000004,7.06958700000029
"37",1948,732425.7373,4281519.587,732525.7373,4281619.587,-1.3188225665747,331.0632935,732416.986927399,4280760.50676281,0.754809963130988,52.05296326,0.82400614,714.7142334,3.97573730000004,7.06958700000029
"38",1950,732525.7373,4281519.587,732625.7373,4281619.587,-1.3047772924084,27.57497215,732445.572245752,4281275.29473565,0.628598264696434,47.90876007,0.494682103,716.6889038,4.07573730000004,7.06958700000029
"39",1963,733225.7373,4281619.587,733325.7373,4281719.587,0.11852216809494,323.2041016,733476.420108959,4281547.02708554,0.659009934121054,55.98918152,0.910600543,916.795166,4.77573730000004,7.16958700000029
"40",1964,733225.7373,4281519.587,733325.7373,4281619.587,0.411471172666834,328.6105652,733402.258508406,4281165.20845698,0.794987184548246,55.20976257,0.797990024,957.9818115,4.77573730000004,7.06958700000029
"41",1965,733325.7373,4281619.587,733425.7373,4281719.587,0.11420999588855,354.2351685,733564.063022828,4280974.07259299,1.12622132157435,46.51562881,0.447708249,916.1889038,4.87573730000004,7.16958700000029
"42",1966,733325.7373,4281519.587,733425.7373,4281619.587,0.448873720877554,11.23487759,733233.489847445,4281054.45936067,0.787614348352981,49.29862976,0.527996659,963.2403564,4.87573730000004,7.06958700000029
"43",1967,733425.7373,4281619.587,733525.7373,4281719.587,0.292268891589407,343.1789856,733657.494198871,4280039.09684127,0.829964294620591,55.94195557,0.823996305,941.2227783,4.97573730000004,7.16958700000029
"44",1968,733425.7373,4281519.587,733525.7373,4281619.587,0.623828617093217,334.1871338,733314.368610493,4281183.78640763,1.00063383770794,55.77558136,0.746419847,987.8378296,4.97573730000004,7.06958700000029
"45",1969,733525.7373,4281619.587,733625.7373,4281719.587,0.570446763408735,312.1902771,733694.275638978,4282013.03693274,0.0953897762310548,53.20775604,0.879973173,980.3327026,5.07573730000004,7.16958700000029
"46",1970,733525.7373,4281519.587,733625.7373,4281619.587,0.825011663230647,327.6766052,733595.118531911,4282528.52900772,1.34311344778447,56.38209534,0.780848742,1016.122803,5.07573730000004,7.06958700000029
"47",1971,733625.7373,4281619.587,733725.7373,4281719.587,0.603047011957153,97.08960724,733872.453654461,4282224.347072,0.000682174244998907,56.04349136,0.580355346,984.9160767,5.17573730000004,7.16958700000029
"48",1972,733625.7373,4281519.587,733725.7373,4281619.587,0.495034758655735,64.53762054,733768.889531558,4280734.63741106,1.64830834358802,25.21025085,0.564521849,969.7302856,5.17573730000004,7.06958700000029
"49",1973,733725.7373,4281619.587,733825.7373,4281719.587,-0.00815011657077639,87.80583191,733774.41804668,4281632.8804937,1.94617870838553,14.8186655,0.423775017,898.9859009,5.27573730000004,7.16958700000029
"50",1974,733725.7373,4281519.587,733825.7373,4281619.587,0.23830009995236,49.56122589,733749.922639161,4282491.0157746,1.62616745908341,29.09665871,0.40696004,933.6351318,5.27573730000004,7.06958700000029
"51",1975,733825.7373,4281619.587,733925.7373,4281719.587,-0.448438836168765,58.35391998,733931.840390483,4280938.11906796,1.01632806420734,22.66625404,0.520457268,837.0842896,5.37573730000004,7.16958700000029
"52",1976,733825.7373,4281519.587,733925.7373,4281619.587,-0.250529101372717,61.4461937,733688.30528125,4280863.37740308,2.02776861352837,29.57929802,0.371902585,864.9090576,5.37573730000004,7.06958700000029
"53",1977,733925.7373,4281619.587,734025.7373,4281719.587,-0.889895354565421,73.66391754,733960.366313421,4281428.64074486,0.305465527027451,24.83399963,0.557909608,775.0184937,5.47573730000004,7.16958700000029
"54",1978,733925.7373,4281519.587,734025.7373,4281619.587,-0.655457834901214,37.36905289,733899.789803312,4281864.16825818,1.75417672693944,28.59425926,0.405742496,807.9788208,5.47573730000004,7.06958700000029
"55",2282,732125.7373,4281319.587,732225.7373,4281419.587,-1.41141727333236,221.2854309,732222.006383797,4280748.4777339,-0.175587311729849,54.01910782,0.932404935,701.6960449,3.67573730000004,6.86958700000029
"56",2284,732225.7373,4281419.587,732325.7373,4281519.587,-1.17499927062042,291.2271118,732326.85935174,4281149.65569222,0.293794501475273,49.24916077,1.046403646,734.9348145,3.77573730000004,6.96958700000029
"57",2285,732225.7373,4281319.587,732325.7373,4281419.587,-1.23877713658341,198.8473053,732297.256016193,4281385.19821886,0.564504547553003,56.16051102,0.988884926,725.9680786,3.77573730000004,6.86958700000029
"58",2287,732325.7373,4281419.587,732425.7373,4281519.587,-1.06243868152899,13.8803463,732440.949627216,4281090.54284877,0.860023391750038,43.90305328,0.492678672,750.7600708,3.87573730000004,6.96958700000029
"59",2288,732325.7373,4281319.587,732425.7373,4281419.587,-1.00777832741047,201.7901764,732326.628192299,4281280.92673454,0.999319956076317,41.79920197,1.005670547,758.4449463,3.87573730000004,6.86958700000029
"60",2289,732325.7373,4281219.587,732425.7373,4281319.587,-1.33818240975108,202.3486481,732322.592836831,4281329.68471818,0.777241311379401,36.28660583,1.033122063,711.9923706,3.87573730000004,6.76958700000029
"61",2290,732425.7373,4281419.587,732525.7373,4281519.587,-1.04265469771759,334.04599,732385.588496869,4281489.47929464,0.379476197886131,52.03463745,0.728637815,753.5415649,3.97573730000004,6.96958700000029
"62",2291,732425.7373,4281319.587,732525.7373,4281419.587,-0.817893408852086,224.02565,732203.395727591,4281525.06397703,-0.437099348755688,51.0902977,0.701679945,785.1414795,3.97573730000004,6.86958700000029
"63",2292,732425.7373,4281219.587,732525.7373,4281319.587,-1.12938957306257,205.4589539,732600.301880643,4281221.95691185,0.926910703271622,34.89740372,1.023633361,741.347229,3.97573730000004,6.76958700000029
"64",2293,732525.7373,4281419.587,732625.7373,4281519.587,-0.973901749229619,12.58269215,732700.875825801,4281360.66831859,0.710635261725655,49.86928177,0.534563303,763.2077637,4.07573730000004,6.96958700000029
"65",2294,732525.7373,4281319.587,732625.7373,4281419.587,-0.640323338979702,46.28452682,732640.702873013,4281469.66790258,0.589429196336884,53.24766922,0.733804226,810.1066284,4.07573730000004,6.86958700000029
"66",2295,732525.7373,4281219.587,732625.7373,4281319.587,-0.847230766902612,212.6894073,732687.97658878,4281240.42387775,0.828520132932093,36.09132767,0.988503039,781.0168457,4.07573730000004,6.76958700000029
"67",2296,732625.7373,4281419.587,732725.7373,4281519.587,-1.09786031352744,346.4847412,732477.094925696,4282070.84845962,0.556118748502595,46.3042717,0.536496282,745.7800293,4.17573730000004,6.96958700000029
"68",2297,732625.7373,4281319.587,732725.7373,4281419.587,-0.796934679961394,357.4442749,732538.649413148,4281595.0198859,0.727518946635429,45.11046219,0.526343703,788.0881348,4.17573730000004,6.86958700000029
"69",2298,732625.7373,4281219.587,732725.7373,4281319.587,-0.783375626946153,205.8458557,732572.491906727,4281911.11479021,-0.81154739972521,36.67468262,0.943237662,789.9944458,4.17573730000004,6.76958700000029
"70",2300,732725.7373,4281319.587,732825.7373,4281419.587,-0.769975898108151,4.958739758,732714.392063827,4281090.0399588,0.487565193558232,48.29042816,0.567988694,791.8783569,4.27573730000004,6.86958700000029
"71",2301,732725.7373,4281219.587,732825.7373,4281319.587,-0.559810355166373,266.4873047,733059.611434937,4281274.53429184,-0.379886415772254,44.60221863,1.025853038,821.4262085,4.27573730000004,6.76958700000029
"72",2314,733225.7373,4281419.587,733325.7373,4281519.587,0.363591865043821,236.7243805,733223.448135122,4281605.16842022,1.04731438656504,43.20425034,1.061440587,951.2503052,4.77573730000004,6.96958700000029
"73",2315,733225.7373,4281319.587,733325.7373,4281419.587,0.35521540597432,315.2598572,733333.579723289,4281271.62884936,1.05370395522395,47.16753387,1.025016189,950.0726318,4.77573730000004,6.86958700000029
"74",2317,733325.7373,4281419.587,733425.7373,4281519.587,0.731237436625935,256.2947083,733496.78781727,4282227.78434983,-0.220196348697613,51.06713486,0.968228996,1002.938782,4.87573730000004,6.96958700000029
"75",2318,733325.7373,4281319.587,733425.7373,4281419.587,0.687595629759447,304.7182617,733536.029803339,4281441.13068254,1.04603396410783,47.32450485,1.057850718,996.8030396,4.87573730000004,6.86958700000029
"76",2319,733325.7373,4281219.587,733425.7373,4281319.587,0.94507698589098,333.7586365,733251.351378945,4281130.49320667,0.920057730858039,56.39086151,0.898624778,1033.003174,4.87573730000004,6.76958700000029
"77",2320,733425.7373,4281419.587,733525.7373,4281519.587,0.965186560781122,325.9549255,733535.975840398,4282300.76107496,1.63357898196941,54.18559647,0.786994874,1035.830444,4.97573730000004,6.96958700000029
"78",2321,733425.7373,4281319.587,733525.7373,4281419.587,1.128314569944,314.1762085,733404.130354613,4281852.12879386,2.00996857833467,51.46083832,1.004966855,1058.765137,4.97573730000004,6.86958700000029
"79",2322,733425.7373,4281219.587,733525.7373,4281319.587,0.9947461926991,140.2739105,733331.071692329,4281804.66051395,-0.373989945090432,51.0344162,0.894979775,1039.986328,4.97573730000004,6.76958700000029
"80",2323,733525.7373,4281419.587,733625.7373,4281519.587,0.963297244999398,83.47263336,733472.52385501,4281077.2256991,-0.0203353336638669,53.98874664,0.599734604,1035.564819,5.07573730000004,6.96958700000029
"81",2324,733525.7373,4281319.587,733625.7373,4281419.587,0.945195064126434,115.0852356,733395.127993782,4281434.57758876,-0.310608061521654,29.58649445,0.740112305,1033.019775,5.07573730000004,6.86958700000029
"82",2325,733525.7373,4281219.587,733625.7373,4281319.587,0.828004090483759,136.9768982,733588.790669228,4281136.96573514,-0.474415641919838,30.17625809,0.819459856,1016.543518,5.07573730000004,6.76958700000029
"83",2326,733625.7373,4281419.587,733725.7373,4281519.587,0.716652978586046,70.61371613,733512.420338106,4281781.64205851,0.666927937338254,33.34183121,0.543146431,1000.888306,5.17573730000004,6.96958700000029
"84",2327,733625.7373,4281319.587,733725.7373,4281419.587,0.728520676993538,108.3218155,733856.378180563,4281695.39381915,-0.119658566155624,35.47918701,0.693282008,1002.556824,5.17573730000004,6.86958700000029
"85",2328,733625.7373,4281219.587,733725.7373,4281319.587,0.64033017532608,101.1902237,733634.326752312,4281550.95901167,0.172520471795881,27.81877136,0.793062627,990.1578369,5.17573730000004,6.76958700000029
"86",2329,733725.7373,4281419.587,733825.7373,4281519.587,0.36665722753228,45.20338821,733617.235138951,4280864.63235536,0.722930084127073,31.37332726,0.453533977,951.6812744,5.27573730000004,6.96958700000029
"87",2330,733725.7373,4281319.587,733825.7373,4281419.587,0.387843872098529,84.3191452,733743.559765192,4281670.28350148,1.28343147046763,28.80774498,0.514431238,954.6599731,5.27573730000004,6.86958700000029
"88",2331,733725.7373,4281219.587,733825.7373,4281319.587,0.440878425265659,96.96200562,733812.582434794,4281854.58412945,0.088800292349041,29.59593391,0.626736701,962.116272,5.27573730000004,6.76958700000029
"89",2332,733825.7373,4281419.587,733925.7373,4281519.587,-0.0420110659758445,111.4888458,733840.892492892,4281733.03588587,1.23214470238843,27.60359764,0.526599705,894.2252808,5.37573730000004,6.96958700000029
"90",2333,733825.7373,4281319.587,733925.7373,4281419.587,-0.0147245186858866,97.32196808,733958.216548472,4281223.59913656,1.31020053129788,21.31697083,0.456094086,898.0615845,5.37573730000004,6.86958700000029
"91",2334,733825.7373,4281219.587,733925.7373,4281319.587,0.13440900467526,55.5993042,734005.92404093,4281441.99525701,0.864277249180974,35.6816597,0.428988665,919.0287476,5.37573730000004,6.76958700000029
"92",2335,733925.7373,4281419.587,734025.7373,4281519.587,-0.628294579469177,100.4200592,733873.656909315,4281109.62577779,2.77666534149758,18.34038353,0.436651379,811.7977905,5.47573730000004,6.96958700000029
"93",2336,733925.7373,4281319.587,734025.7373,4281419.587,-0.406967226327182,27.93873405,733957.841590825,4282913.4233492,0.57784118940142,26.82091713,0.421357334,842.914917,5.47573730000004,6.86958700000029
"94",2337,733925.7373,4281219.587,734025.7373,4281319.587,-0.0336641282433859,26.08735657,733918.743654254,4280916.99123697,0.778726668264798,39.83463287,0.440255463,895.3988037,5.47573730000004,6.76958700000029
"95",2339,734025.7373,4281319.587,734125.7373,4281419.587,-0.558538366425882,15.55404282,734134.952945231,4281199.35014807,0.868520858794127,45.10652924,0.476441771,821.6050415,5.57573730000004,6.86958700000029
"96",2340,734025.7373,4281219.587,734125.7373,4281319.587,-0.196116633308749,20.63858604,733671.748128455,4281501.54920231,0.868520858794127,45.58938217,0.476986259,872.559082,5.57573730000004,6.76958700000029
"97",2342,734125.7373,4281319.587,734225.7373,4281419.587,-0.702213190788402,22.23431015,734566.428599712,4281874.8532422,-0.538837463555994,44.5572319,0.634032547,801.4053345,5.67573730000004,6.86958700000029
"98",2343,734125.7373,4281219.587,734225.7373,4281319.587,-0.526881474140888,79.76065826,734023.266211144,4281751.52327967,0.115004737559974,31.15410233,0.556343079,826.0557861,5.67573730000004,6.76958700000029
"99",2345,734225.7373,4281319.587,734325.7373,4281419.587,-0.953531695217286,90.94755554,734066.162948003,4281801.22547984,1.35395281583417,41.7752533,0.470801115,766.0716553,5.77573730000004,6.86958700000029
"100",2346,734225.7373,4281219.587,734325.7373,4281319.587,-0.903713581519057,49.7486496,733904.605765069,4281316.65916598,1.51805566867722,34.9442482,0.420864731,773.0757446,5.77573730000004,6.76958700000029
"101",2348,734325.7373,4281319.587,734425.7373,4281419.587,-1.33803176806899,53.69991302,734285.510134776,4282076.70769172,-0.0875030705191097,33.34171677,0.559829414,712.0135498,5.87573730000004,6.86958700000029
"102",2349,734325.7373,4281219.587,734425.7373,4281319.587,-1.07747897234254,6.589351654,734432.19086021,4280466.48436202,0.864277249180974,42.76174927,0.554513752,748.6455078,5.87573730000004,6.76958700000029
"103",2351,734425.7373,4281319.587,734525.7373,4281419.587,-1.41953325612476,354.8723755,734464.562762068,4282188.85611649,0.654242485270214,47.88548279,0.630777359,700.5549927,5.97573730000004,6.86958700000029
"104",2352,734425.7373,4281219.587,734525.7373,4281319.587,-1.04223620031323,354.7937622,734460.071506124,4281267.60748307,0.478806539273846,51.26634979,0.653357804,753.6004028,5.97573730000004,6.76958700000029
"105",2577,732425.7373,4281119.587,732525.7373,4281219.587,-1.37754547063053,225.458374,732711.970636429,4281670.51455637,0.000682174244998907,41.45800018,0.982935131,706.4581909,3.97573730000004,6.66958700000029
